Country Name,Country Code,Indicator Name,Indicator Code,Year,Value,Region,Income Group
Papua New Guinea,PNG,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,2014,0.154867030815371,East Asia & Pacific,Lower middle income
Papua New Guinea,PNG,GDP per capita (current US$),NY.GDP.PCAP.CD,2014,2723.175298251957,East Asia & Pacific,Lower middle income
Papua New Guinea,PNG,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,6.5,East Asia & Pacific,Lower middle income
Papua New Guinea,PNG,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2014,39.4077931671023,East Asia & Pacific,Lower middle income
Papua New Guinea,PNG,"Population, total",SP.POP.TOTL,2014,8523441.0,East Asia & Pacific,Lower middle income
Papua New Guinea,PNG,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,2014,10.32446872102476,East Asia & Pacific,Lower middle income
Paraguay,PRY,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,2014,3.04993022023256,Latin America & Caribbean,Upper middle income
Paraguay,PRY,GDP per capita (current US$),NY.GDP.PCAP.CD,2014,6652.254789422911,Latin America & Caribbean,Upper middle income
Paraguay,PRY,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,43.0073750122614,Latin America & Caribbean,Upper middle income
Paraguay,PRY,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2014,120.354274622389,Latin America & Caribbean,Upper middle income
Paraguay,PRY,"Population, total",SP.POP.TOTL,2014,6069811.0,Latin America & Caribbean,Upper middle income
Paraguay,PRY,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,2014,36.0802008497464,Latin America & Caribbean,Upper middle income
Peru,PER,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,2014,5.86753622497354,Latin America & Caribbean,Upper middle income
Peru,PER,GDP per capita (current US$),NY.GDP.PCAP.CD,2014,6667.134103608605,Latin America & Caribbean,Upper middle income
Peru,PER,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,40.2446560091704,Latin America & Caribbean,Upper middle income
Peru,PER,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2014,105.858105967274,Latin America & Caribbean,Upper middle income
Peru,PER,"Population, total",SP.POP.TOTL,2014,30115826.0,Latin America & Caribbean,Upper middle income
Peru,PER,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,2014,37.5217999997742,Latin America & Caribbean,Upper middle income
Philippines,PHL,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,2014,2.79471929116667,East Asia & Pacific,Upper middle income
Philippines,PHL,GDP per capita (current US$),NY.GDP.PCAP.CD,2014,2866.838037614072,East Asia & Pacific,Upper middle income
Philippines,PHL,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,34.70000076,East Asia & Pacific,Upper middle income
Philippines,PHL,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2014,107.284498472686,East Asia & Pacific,Upper middle income
Philippines,PHL,"Population, total",SP.POP.TOTL,2014,103767130.0,East Asia & Pacific,Upper middle income
Philippines,PHL,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,2014,15.602243215168423,East Asia & Pacific,Upper middle income
Poland,POL,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,2014,18.904567196757,Europe & Central Asia,High income
Poland,POL,GDP per capita (current US$),NY.GDP.PCAP.CD,2014,14262.284191411594,Europe & Central Asia,High income
Poland,POL,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,66.5987360557248,Europe & Central Asia,High income
Poland,POL,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2014,148.713283559361,Europe & Central Asia,High income
Poland,POL,"Population, total",SP.POP.TOTL,2014,38011735.0,Europe & Central Asia,High income
Poland,POL,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,2014,681.1317610206428,Europe & Central Asia,High income
Portugal,PRT,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,2014,27.4622463014594,Europe & Central Asia,High income
Portugal,PRT,GDP per capita (current US$),NY.GDP.PCAP.CD,2014,22120.685012710743,Europe & Central Asia,High income
Portugal,PRT,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,64.5924200648949,Europe & Central Asia,High income
Portugal,PRT,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2014,114.312891767686,Europe & Central Asia,High income
Portugal,PRT,"Population, total",SP.POP.TOTL,2014,10401062.0,Europe & Central Asia,High income
Portugal,PRT,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,2014,535.5222380176178,Europe & Central Asia,High income
Puerto Rico (US),PRI,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,2014,17.1184060434732,Latin America & Caribbean,High income
Puerto Rico (US),PRI,GDP per capita (current US$),NY.GDP.PCAP.CD,2014,28576.09880232088,Latin America & Caribbean,High income
Puerto Rico (US),PRI,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,76.1338597201667,Latin America & Caribbean,High income
Puerto Rico (US),PRI,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2014,89.9998233000979,Latin America & Caribbean,High income
Puerto Rico (US),PRI,"Population, total",SP.POP.TOTL,2014,3585017.0,Latin America & Caribbean,High income
Puerto Rico (US),PRI,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,2014,203.62525477563983,Latin America & Caribbean,High income
Qatar,QAT,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,2014,10.163849886313,Middle East & North Africa,High income
Qatar,QAT,GDP per capita (current US$),NY.GDP.PCAP.CD,2014,95840.6310094498,Middle East & North Africa,High income
Qatar,QAT,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,91.48999786,Middle East & North Africa,High income
Qatar,QAT,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2014,149.020182367971,Middle East & North Africa,High income
Qatar,QAT,"Population, total",SP.POP.TOTL,2014,2151745.0,Middle East & North Africa,High income
Qatar,QAT,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,2014,321.1347069471521,Middle East & North Africa,High income
Romania,ROU,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,2014,20.1139523323465,Europe & Central Asia,High income
Romania,ROU,GDP per capita (current US$),NY.GDP.PCAP.CD,2014,10031.771075540391,Europe & Central Asia,High income
Romania,ROU,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,54.0783206550943,Europe & Central Asia,High income
Romania,ROU,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2014,114.782653636732,Europe & Central Asia,High income
Romania,ROU,"Population, total",SP.POP.TOTL,2014,19908979.0,Europe & Central Asia,High income
Romania,ROU,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,2014,246.7228480174699,Europe & Central Asia,High income
Russian Federation,RUS,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,2014,17.2161049931,Europe & Central Asia,High income
Russian Federation,RUS,GDP per capita (current US$),NY.GDP.PCAP.CD,2014,14055.47265625,Europe & Central Asia,High income
Russian Federation,RUS,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,70.5175682574413,Europe & Central Asia,High income
Russian Federation,RUS,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2014,152.512941154001,Europe & Central Asia,High income
Russian Federation,RUS,"Population, total",SP.POP.TOTL,2014,144237223.0,Europe & Central Asia,High income
Russian Federation,RUS,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,2014,120.01062998834912,Europe & Central Asia,High income
Rwanda,RWA,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,2014,0.0256670688163416,Sub-Saharan Africa,Low income
Rwanda,RWA,GDP per capita (current US$),NY.GDP.PCAP.CD,2014,715.3680878339302,Sub-Saharan Africa,Low income
Rwanda,RWA,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,10.60000038,Sub-Saharan Africa,Low income
Rwanda,RWA,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2014,68.1670448387062,Sub-Saharan Africa,Low income
Rwanda,RWA,"Population, total",SP.POP.TOTL,2014,11364757.0,Sub-Saharan Africa,Low income
Rwanda,RWA,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,2014,5.543453326806723,Sub-Saharan Africa,Low income
Samoa,WSM,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,2014,1.01031309207797,East Asia & Pacific,Upper middle income
Samoa,WSM,GDP per capita (current US$),NY.GDP.PCAP.CD,2014,3982.680802020837,East Asia & Pacific,Upper middle income
Samoa,WSM,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,21.20000076,East Asia & Pacific,Upper middle income
Samoa,WSM,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2014,53.2521483525548,East Asia & Pacific,Upper middle income
Samoa,WSM,"Population, total",SP.POP.TOTL,2014,200037.0,East Asia & Pacific,Upper middle income
Samoa,WSM,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,2014,74.98612756640023,East Asia & Pacific,Upper middle income
San Marino,SMR,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,2014,34.6923647146034,Europe & Central Asia,High income
San Marino,SMR,GDP per capita (current US$),NY.GDP.PCAP.CD,2014,51260.48042368054,Europe & Central Asia,High income
San Marino,SMR,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2014,111.489992587102,Europe & Central Asia,High income
San Marino,SMR,"Population, total",SP.POP.TOTL,2014,32655.0,Europe & Central Asia,High income
San Marino,SMR,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,2014,2878.5790843668656,Europe & Central Asia,High income
Sao Tome and Principe,STP,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,2014,0.559036830362815,Sub-Saharan Africa,Lower middle income
Sao Tome and Principe,STP,GDP per capita (current US$),NY.GDP.PCAP.CD,2014,1489.67633417608,Sub-Saharan Africa,Lower middle income
Sao Tome and Principe,STP,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,24.40999985,Sub-Saharan Africa,Lower middle income
Sao Tome and Principe,STP,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2014,65.3056660923834,Sub-Saharan Africa,Lower middle income
Sao Tome and Principe,STP,"Population, total",SP.POP.TOTL,2014,196767.0,Sub-Saharan Africa,Lower middle income
Sao Tome and Principe,STP,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,2014,10.164306006596634,Sub-Saharan Africa,Lower middle income
Saudi Arabia,SAU,GDP per capita (current US$),NY.GDP.PCAP.CD,2014,27805.48503194224,Middle East & North Africa,High income
Saudi Arabia,SAU,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,64.713657369019,Middle East & North Africa,High income
Saudi Arabia,SAU,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2014,181.856566741136,Middle East & North Africa,High income
Saudi Arabia,SAU,"Population, total",SP.POP.TOTL,2014,28309273.0,Middle East & North Africa,High income
Saudi Arabia,SAU,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,2014,77.32448657371032,Middle East & North Africa,High income
Senegal,SEN,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,2014,0.730365001608948,Sub-Saharan Africa,Lower middle income
Senegal,SEN,GDP per capita (current US$),NY.GDP.PCAP.CD,2014,1398.891376013819,Sub-Saharan Africa,Lower middle income
Senegal,SEN,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,17.70000076,Sub-Saharan Africa,Lower middle income
Senegal,SEN,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2014,101.608432443463,Sub-Saharan Africa,Lower middle income
Senegal,SEN,"Population, total",SP.POP.TOTL,2014,14152102.0,Sub-Saharan Africa,Lower middle income
Senegal,SEN,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,2014,3.0384178972141385,Sub-Saharan Africa,Lower middle income
Serbia,SRB,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,2014,16.7418077691238,Europe & Central Asia,Upper middle income
Serbia,SRB,GDP per capita (current US$),NY.GDP.PCAP.CD,2014,6886.67809068704,Europe & Central Asia,Upper middle income
Serbia,SRB,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,62.0750804639377,Europe & Central Asia,Upper middle income
Serbia,SRB,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2014,131.35311754636,Europe & Central Asia,Upper middle income
Serbia,SRB,"Population, total",SP.POP.TOTL,2014,7131787.0,Europe & Central Asia,Upper middle income
Serbia,SRB,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,2014,93.10429489831932,Europe & Central Asia,Upper middle income
Seychelles,SYC,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,2014,11.3010491715558,Sub-Saharan Africa,High income
Seychelles,SYC,GDP per capita (current US$),NY.GDP.PCAP.CD,2014,15188.190217511252,Sub-Saharan Africa,High income
Seychelles,SYC,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,51.25469971,Sub-Saharan Africa,High income
Seychelles,SYC,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2014,144.60603512527,Sub-Saharan Africa,High income
Seychelles,SYC,"Population, total",SP.POP.TOTL,2014,91359.0,Sub-Saharan Africa,High income
Seychelles,SYC,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,2014,394.0498473056842,Sub-Saharan Africa,High income
Sierra Leone,SLE,GDP per capita (current US$),NY.GDP.PCAP.CD,2014,1117.758646572104,Sub-Saharan Africa,Low income
Sierra Leone,SLE,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,6.057300091,Sub-Saharan Africa,Low income
Sierra Leone,SLE,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2014,69.1758823858757,Sub-Saharan Africa,Low income
Sierra Leone,SLE,"Population, total",SP.POP.TOTL,2014,6876385.0,Sub-Saharan Africa,Low income
Sierra Leone,SLE,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,2014,0.7271262443856764,Sub-Saharan Africa,Low income
Singapore,SGP,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,2014,27.0067241979516,East Asia & Pacific,High income
Singapore,SGP,GDP per capita (current US$),NY.GDP.PCAP.CD,2014,57564.80231149774,East Asia & Pacific,High income
Singapore,SGP,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,79.0292358633435,East Asia & Pacific,High income
Singapore,SGP,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2014,148.478352479892,East Asia & Pacific,High income
Singapore,SGP,"Population, total",SP.POP.TOTL,2014,5469724.0,East Asia & Pacific,High income
Singapore,SGP,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,2014,2544.004048467528,East Asia & Pacific,High income
Sint Maarten (Dutch part),SXM,GDP per capita (current US$),NY.GDP.PCAP.CD,2014,37134.91242309905,Latin America & Caribbean,High income
Sint Maarten (Dutch part),SXM,"Population, total",SP.POP.TOTL,2014,36672.0,Latin America & Caribbean,High income
Sint Maarten (Dutch part),SXM,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,2014,545.3752181500872,Latin America & Caribbean,High income
Slovak Republic,SVK,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,2014,21.9975144176702,Europe & Central Asia,High income
Slovak Republic,SVK,GDP per capita (current US$),NY.GDP.PCAP.CD,2014,18770.9289896545,Europe & Central Asia,High income
Slovak Republic,SVK,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,79.9843017656729,Europe & Central Asia,High income
Slovak Republic,SVK,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2014,117.780685215586,Europe & Central Asia,High income
Slovak Republic,SVK,"Population, total",SP.POP.TOTL,2014,5418649.0,Europe & Central Asia,High income
Slovak Republic,SVK,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,2014,657.7285223678448,Europe & Central Asia,High income
Slovenia,SVN,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,2014,27.0022702087688,Europe & Central Asia,High income
Slovenia,SVN,GDP per capita (current US$),NY.GDP.PCAP.CD,2014,24013.06820609594,Europe & Central Asia,High income
Slovenia,SVN,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,71.5862515855601,Europe & Central Asia,High income
Slovenia,SVN,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2014,113.019086174171,Europe & Central Asia,High income
Slovenia,SVN,"Population, total",SP.POP.TOTL,2014,2061980.0,Europe & Central Asia,High income
Slovenia,SVN,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,2014,1558.2110398742957,Europe & Central Asia,High income
Solomon Islands,SLB,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,2014,0.216401797350658,East Asia & Pacific,Lower middle income
Solomon Islands,SLB,GDP per capita (current US$),NY.GDP.PCAP.CD,2014,2164.9528987300178,East Asia & Pacific,Lower middle income
Solomon Islands,SLB,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,9.0,East Asia & Pacific,Lower middle income
Solomon Islands,SLB,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2014,61.0619411646469,East Asia & Pacific,Lower middle income
Solomon Islands,SLB,"Population, total",SP.POP.TOTL,2014,616908.0,East Asia & Pacific,Lower middle income
Solomon Islands,SLB,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,2014,12.967897968578784,East Asia & Pacific,Lower middle income
"Somalia, Fed. Rep.",SOM,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,2014,0.524757653796535,Sub-Saharan Africa,Low income
"Somalia, Fed. Rep.",SOM,GDP per capita (current US$),NY.GDP.PCAP.CD,2014,429.4316567251017,Sub-Saharan Africa,Low income
"Somalia, Fed. Rep.",SOM,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,1.629999995,Sub-Saharan Africa,Low income
"Somalia, Fed. Rep.",SOM,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2014,41.2309585125849,Sub-Saharan Africa,Low income
"Somalia, Fed. Rep.",SOM,"Population, total",SP.POP.TOTL,2014,13339491.0,Sub-Saharan Africa,Low income
"Somalia, Fed. Rep.",SOM,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,2014,0.299861516455163,Sub-Saharan Africa,Low income
South Africa,ZAF,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,2014,3.06919322257941,Sub-Saharan Africa,Upper middle income
South Africa,ZAF,GDP per capita (current US$),NY.GDP.PCAP.CD,2014,6856.731370925222,Sub-Saharan Africa,Upper middle income
South Africa,ZAF,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,49.0,Sub-Saharan Africa,Upper middle income
South Africa,ZAF,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2014,142.60448245213,Sub-Saharan Africa,Upper middle income
South Africa,ZAF,"Population, total",SP.POP.TOTL,2014,55594838.0,Sub-Saharan Africa,Upper middle income
South Africa,ZAF,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,2014,217.6820804838032,Sub-Saharan Africa,Upper middle income
South Sudan,SSD,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,2014,0.0008900698731552,Sub-Saharan Africa,Low income
South Sudan,SSD,GDP per capita (current US$),NY.GDP.PCAP.CD,2014,1242.7345018103244,Sub-Saharan Africa,Low income
South Sudan,SSD,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,2.599999905,Sub-Saharan Africa,Low income
South Sudan,SSD,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2014,25.599272919722,Sub-Saharan Africa,Low income
South Sudan,SSD,"Population, total",SP.POP.TOTL,2014,11235073.0,Sub-Saharan Africa,Low income
Spain,ESP,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,2014,27.8358661570454,Europe & Central Asia,High income
Spain,ESP,GDP per capita (current US$),NY.GDP.PCAP.CD,2014,29707.76550946701,Europe & Central Asia,High income
Spain,ESP,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,76.1867089778712,Europe & Central Asia,High income
Spain,ESP,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2014,108.745818831037,Europe & Central Asia,High income
Spain,ESP,"Population, total",SP.POP.TOTL,2014,46460733.0,Europe & Central Asia,High income
Spain,ESP,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,2014,626.1201259997341,Europe & Central Asia,High income
Sri Lanka,LKA,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,2014,2.63419031926553,South Asia,Upper middle income
Sri Lanka,LKA,GDP per capita (current US$),NY.GDP.PCAP.CD,2014,3972.043770422709,South Asia,Upper middle income
Sri Lanka,LKA,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,10.5000026214106,South Asia,Upper middle income
Sri Lanka,LKA,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2014,102.671053139637,South Asia,Upper middle income
Sri Lanka,LKA,"Population, total",SP.POP.TOTL,2014,20778000.0,South Asia,Upper middle income
Sri Lanka,LKA,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,2014,15.930310905765714,South Asia,Upper middle income
St. Kitts and Nevis,KNA,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,2014,29.7691605258128,Latin America & Caribbean,High income
St. Kitts and Nevis,KNA,GDP per capita (current US$),NY.GDP.PCAP.CD,2014,20219.3954237956,Latin America & Caribbean,High income
St. Kitts and Nevis,KNA,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,65.38179779,Latin America & Caribbean,High income
St. Kitts and Nevis,KNA,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2014,138.036484104568,Latin America & Caribbean,High income
St. Kitts and Nevis,KNA,"Population, total",SP.POP.TOTL,2014,47089.0,Latin America & Caribbean,High income
St. Kitts and Nevis,KNA,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,2014,1295.4193123659454,Latin America & Caribbean,High income
St. Lucia,LCA,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,2014,16.1934787352559,Latin America & Caribbean,Upper middle income
St. Lucia,LCA,GDP per capita (current US$),NY.GDP.PCAP.CD,2014,10044.82183776766,Latin America & Caribbean,Upper middle income
St. Lucia,LCA,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,53.17969894,Latin America & Caribbean,Upper middle income
St. Lucia,LCA,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2014,108.161917559637,Latin America & Caribbean,Upper middle income
St. Lucia,LCA,"Population, total",SP.POP.TOTL,2014,174138.0,Latin America & Caribbean,Upper middle income
St. Lucia,LCA,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,2014,143.56429957849522,Latin America & Caribbean,Upper middle income
St. Martin (French part),MAF,GDP per capita (current US$),NY.GDP.PCAP.CD,2014,20638.770588237883,Latin America & Caribbean,High income
St. Martin (French part),MAF,"Population, total",SP.POP.TOTL,2014,37450.0,Latin America & Caribbean,High income
St. Martin (French part),MAF,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,2014,53.4045393858478,Latin America & Caribbean,High income
St. Vincent and the Grenadines,VCT,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,2014,13.684846794067,Latin America & Caribbean,Upper middle income
St. Vincent and the Grenadines,VCT,GDP per capita (current US$),NY.GDP.PCAP.CD,2014,7168.828753429115,Latin America & Caribbean,Upper middle income
St. Vincent and the Grenadines,VCT,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,47.4,Latin America & Caribbean,Upper middle income
St. Vincent and the Grenadines,VCT,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2014,106.957734691031,Latin America & Caribbean,Upper middle income
St. Vincent and the Grenadines,VCT,"Population, total",SP.POP.TOTL,2014,107535.0,Latin America & Caribbean,Upper middle income
St. Vincent and the Grenadines,VCT,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,2014,92.99297903008323,Latin America & Caribbean,Upper middle income
Sudan,SDN,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,2014,0.0532180170690202,Sub-Saharan Africa,Low income
Sudan,SDN,GDP per capita (current US$),NY.GDP.PCAP.CD,2014,1275.43835449219,Sub-Saharan Africa,Low income
Sudan,SDN,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2014,71.597721245773,Sub-Saharan Africa,Low income
Sudan,SDN,"Population, total",SP.POP.TOTL,2014,38823318.0,Sub-Saharan Africa,Low income
Sudan,SDN,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,2014,0.5666697524410459,Sub-Saharan Africa,Low income
Suriname,SUR,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,2014,8.06433391904034,Latin America & Caribbean,Upper middle income
Suriname,SUR,GDP per capita (current US$),NY.GDP.PCAP.CD,2014,9108.18905406764,Latin America & Caribbean,Upper middle income
Suriname,SUR,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,40.08000183,Latin America & Caribbean,Upper middle income
Suriname,SUR,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2014,161.251918320811,Latin America & Caribbean,Upper middle income
Suriname,SUR,"Population, total",SP.POP.TOTL,2014,575373.0,Latin America & Caribbean,Upper middle income
Suriname,SUR,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,2014,64.30611099234757,Latin America & Caribbean,Upper middle income
Sweden,SWE,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,2014,33.841393015349,Europe & Central Asia,High income
Sweden,SWE,GDP per capita (current US$),NY.GDP.PCAP.CD,2014,59583.45844917144,Europe & Central Asia,High income
Sweden,SWE,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,92.5236065037579,Europe & Central Asia,High income
Sweden,SWE,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2014,126.980024510044,Europe & Central Asia,High income
Sweden,SWE,"Population, total",SP.POP.TOTL,2014,9696110.0,Europe & Central Asia,High income
Sweden,SWE,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,2014,3148.7885347835368,Europe & Central Asia,High income
Switzerland,CHE,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,2014,43.1731934431674,Europe & Central Asia,High income
Switzerland,CHE,GDP per capita (current US$),NY.GDP.PCAP.CD,2014,90511.64845588426,Europe & Central Asia,High income
Switzerland,CHE,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,83.6172512621702,Europe & Central Asia,High income
Switzerland,CHE,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2014,136.137729869778,Europe & Central Asia,High income
Switzerland,CHE,"Population, total",SP.POP.TOTL,2014,8188649.0,Europe & Central Asia,High income
Switzerland,CHE,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,2014,4897.999657819013,Europe & Central Asia,High income
Syrian Arab Republic,SYR,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,2014,2.47214378026187,Middle East & North Africa,Low income
Syrian Arab Republic,SYR,GDP per capita (current US$),NY.GDP.PCAP.CD,2014,1060.591058874327,Middle East & North Africa,Low income
Syrian Arab Republic,SYR,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,28.09000015,Middle East & North Africa,Low income
Syrian Arab Republic,SYR,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2014,69.2511845049776,Middle East & North Africa,Low income
Syrian Arab Republic,SYR,"Population, total",SP.POP.TOTL,2014,20273659.0,Middle East & North Africa,Low income
Syrian Arab Republic,SYR,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,2014,1.1838020951225432,Middle East & North Africa,Low income
Tajikistan,TJK,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,2014,0.0723988173119103,Europe & Central Asia,Lower middle income
